year,district,institute_name,program,gender,enrolled,did,iid
2015,Bhubaneswar,Cuttack Training Institute,Fitter,Other,13.0,0031,0019
2015,Bhubaneswar,Cuttack Training Institute,Mechanic,Male,2151.0,0031,0019
2015,Bhubaneswar,Cuttack Training Institute,Welder,Female,243.0,0031,0019
2015,Bhubaneswar,Cuttack Training Institute,Welder,Male,0.0,0031,0019
2015,Bhubaneswar,Cuttack Training Institute,Welder,Other,2866.0,0031,0019
2015,Bhubaneswar,Cuttack Vocational College,Data Entry,Other,2802.0,0031,0020
2015,Bhubaneswar,Cuttack Vocational College,Electrician,Female,0.0,0031,0020
2015,Bhubaneswar,Cuttack Vocational College,Fitter,Female,205.0,0031,0020
2015,Bhubaneswar,Cuttack Vocational College,Fitter,Male,53.0,0031,0020
2015,Bhubaneswar,Cuttack Vocational College,Fitter,Other,0.0,0031,0020
2015,Bhubaneswar,Cuttack Vocational College,Mechanic,Other,2657.0,0031,0020
2015,Bhubaneswar,Cuttack Vocational College,Welder,Female,1819.0,0031,0020
2015,Bhubaneswar,Jagannath ITI,Electrician,Other,0.0,0031,0021
2015,Bhubaneswar,Jagannath ITI,Fitter,Male,0.0,0031,0021
2015,Bhubaneswar,Jagannath ITI,Fitter,Other,0.0,0031,0021
2015,Bhubaneswar,Jagannath ITI,Mechanic,Male,0.0,0031,0021
2015,Bhubaneswar,Jagannath ITI,Welder,Female,148.0,0031,0021
2015,Bhubaneswar,Jagannath Skills Center,Electrician,Female,241.0,0031,0022
2015,Bhubaneswar,Jagannath Skills Center,Electrician,Other,248.0,0031,0022
2015,Bhubaneswar,Jagannath Skills Center,Fitter,Female,0.0,0031,0022
2015,Bhubaneswar,Jagannath Skills Center,Mechanic,Female,111.0,0031,0022
2015,Bhubaneswar,Jagannath Skills Center,Welder,Female,4973.0,0031,0022
2015,Bhubaneswar,Jagannath Skills Center,Welder,Other,0.0,0031,0022
2015,Bhubaneswar,Jagannath Technical Institute,Electrician,Other,0.0,0031,0023
2015,Bhubaneswar,Jagannath Technical Institute,Fitter,Other,90.0,0031,0023
2015,Bhubaneswar,Jagannath Technical Institute,Mechanic,Other,0.0,0031,0023
2015,Bhubaneswar,Jagannath Technical Institute,Welder,Female,130.0,0031,0023
2015,Bhubaneswar,Jagannath Technical Institute,Welder,Male,0.0,0031,0023
2015,Bhubaneswar,Jagannath Training Institute,Data Entry,Other,0.0,0031,0024
2015,Bhubaneswar,Jagannath Training Institute,Electrician,Other,177.0,0031,0024
2015,Bhubaneswar,Jagannath Training Institute,Mechanic,Male,0.0,0031,0024
2015,Bhubaneswar,Jagannath Training Institute,Mechanic,Other,1938.0,0031,0024
2015,Bhubaneswar,Jagannath Training Institute,Welder,Other,234.0,0031,0024
2015,Bhubaneswar,Jagannath Vocational College,Data Entry,Female,1828.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Data Entry,Male,1192.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Data Entry,Other,2590.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Electrician,Female,1282.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Electrician,Male,0.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Fitter,Female,0.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Fitter,Other,0.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Mechanic,Female,1780.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Mechanic,Male,2752.0,0031,0025
2015,Bhubaneswar,Jagannath Vocational College,Welder,Other,1988.0,0031,0025
2015,Bhubaneswar,Kalinga ITI,Data Entry,Female,0.0,0031,0026
2015,Bhubaneswar,Kalinga ITI,Fitter,Female,0.0,0031,0026
2015,Bhubaneswar,Kalinga ITI,Fitter,Male,0.0,0031,0026
2015,Bhubaneswar,Kalinga ITI,Fitter,Other,68.0,0031,0026
2015,Bhubaneswar,Kalinga ITI,Mechanic,Other,0.0,0031,0026
2015,Bhubaneswar,Kalinga Skills Center,Data Entry,Female,0.0,0031,0027
2015,Bhubaneswar,Kalinga Skills Center,Data Entry,Male,1087.0,0031,0027
2015,Bhubaneswar,Kalinga Skills Center,Data Entry,Other,62.0,0031,0027
2015,Bhubaneswar,Kalinga Skills Center,Electrician,Male,2517.0,0031,0027
2015,Bhubaneswar,Kalinga Skills Center,Fitter,Male,0.0,0031,0027
2015,Bhubaneswar,Kalinga Skills Center,Mechanic,Male,0.0,0031,0027
2015,Bhubaneswar,Kalinga Technical Institute,Data Entry,Male,0.0,0031,0028
2015,Bhubaneswar,Kalinga Technical Institute,Electrician,Male,177.0,0031,0028
2015,Bhubaneswar,Kalinga Technical Institute,Fitter,Male,0.0,0031,0028
2015,Bhubaneswar,Kalinga Technical Institute,Fitter,Other,661.0,0031,0028
2015,Bhubaneswar,Kalinga Technical Institute,Mechanic,Other,0.0,0031,0028
2015,Bhubaneswar,Kalinga Technical Institute,Welder,Female,2863.0,0031,0028
2015,Bhubaneswar,Kalinga Training Institute,Data Entry,Female,690.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Data Entry,Other,0.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Electrician,Female,4041.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Electrician,Male,0.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Electrician,Other,2783.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Fitter,Female,874.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Fitter,Other,0.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Mechanic,Female,232.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Welder,Female,0.0,0031,0029
2015,Bhubaneswar,Kalinga Training Institute,Welder,Male,0.0,0031,0029
2015,Bhubaneswar,Kalinga Vocational College,Data Entry,Male,0.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Data Entry,Other,0.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Electrician,Female,196.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Fitter,Female,0.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Fitter,Male,180.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Mechanic,Female,0.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Mechanic,Male,0.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Welder,Female,2174.0,0031,0030
2015,Bhubaneswar,Kalinga Vocational College,Welder,Male,0.0,0031,0030
2015,Bhubaneswar,Konark ITI,Electrician,Male,0.0,0031,0031
2015,Bhubaneswar,Konark ITI,Fitter,Other,0.0,0031,0031
2015,Bhubaneswar,Konark ITI,Mechanic,Female,204.0,0031,0031
2015,Bhubaneswar,Konark ITI,Welder,Male,0.0,0031,0031
2015,Bhubaneswar,Konark Skills Center,Data Entry,Other,0.0,0031,0032
2015,Bhubaneswar,Konark Skills Center,Electrician,Female,882.0,0031,0032
2015,Bhubaneswar,Konark Skills Center,Electrician,Male,0.0,0031,0032
2015,Bhubaneswar,Konark Skills Center,Electrician,Other,0.0,0031,0032
2015,Bhubaneswar,Konark Skills Center,Welder,Male,1424.0,0031,0032
2015,Bhubaneswar,Konark Skills Center,Welder,Other,0.0,0031,0032
2015,Bhubaneswar,Konark Technical Institute,Mechanic,Female,0.0,0031,0033
2015,Bhubaneswar,Konark Technical Institute,Welder,Female,73.0,0031,0033
2015,Bhubaneswar,Konark Training Institute,Data Entry,Female,0.0,0031,0034
2015,Bhubaneswar,Konark Training Institute,Data Entry,Male,0.0,0031,0034
2015,Bhubaneswar,Konark Training Institute,Data Entry,Other,0.0,0031,0034
2015,Bhubaneswar,Konark Training Institute,Electrician,Male,130.0,0031,0034
2015,Bhubaneswar,Konark Training Institute,Electrician,Other,0.0,0031,0034
2015,Bhubaneswar,Konark Training Institute,Welder,Male,149.0,0031,0034
2015,Bhubaneswar,Konark Vocational College,Data Entry,Female,69.0,0031,0035
2015,Bhubaneswar,Konark Vocational College,Data Entry,Other,1863.0,0031,0035
2015,Bhubaneswar,Konark Vocational College,Mechanic,Female,1916.0,0031,0035
2015,Bhubaneswar,Konark Vocational College,Mechanic,Male,524.0,0031,0035
2015,Bhubaneswar,Konark Vocational College,Welder,Male,2006.0,0031,0035
2015,Bhubaneswar,Nilachal ITI,Electrician,Female,0.0,0031,0036
2015,Bhubaneswar,Nilachal ITI,Fitter,Female,0.0,0031,0036
2015,Bhubaneswar,Nilachal ITI,Fitter,Male,68.0,0031,0036
2015,Bhubaneswar,Nilachal ITI,Mechanic,Female,0.0,0031,0036
2015,Bhubaneswar,Nilachal ITI,Mechanic,Male,1602.0,0031,0036
2015,Bhubaneswar,Nilachal ITI,Mechanic,Other,578.0,0031,0036
2015,Bhubaneswar,Nilachal ITI,Welder,Male,874.0,0031,0036
2015,Bhubaneswar,Nilachal Skills Center,Data Entry,Female,90.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Data Entry,Male,1553.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Electrician,Male,0.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Electrician,Other,0.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Fitter,Female,0.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Fitter,Male,693.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Welder,Female,261.0,0031,0037
2015,Bhubaneswar,Nilachal Skills Center,Welder,Male,1134.0,0031,0037
2015,Bhubaneswar,Nilachal Technical Institute,Electrician,Female,178.0,0031,0038
2015,Bhubaneswar,Nilachal Technical Institute,Fitter,Male,0.0,0031,0038
2015,Bhubaneswar,Nilachal Technical Institute,Mechanic,Male,0.0,0031,0038
2015,Bhubaneswar,Nilachal Training Institute,Data Entry,Female,2149.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Data Entry,Male,116.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Data Entry,Other,0.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Electrician,Other,0.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Fitter,Female,0.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Fitter,Male,0.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Fitter,Other,2657.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Mechanic,Male,2047.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Welder,Female,1977.0,0031,0039
2015,Bhubaneswar,Nilachal Training Institute,Welder,Male,0.0,0031,0039
2015,Bhubaneswar,Nilachal Vocational College,Data Entry,Female,0.0,0031,0040
2015,Bhubaneswar,Nilachal Vocational College,Data Entry,Male,0.0,0031,0040
2015,Bhubaneswar,Nilachal Vocational College,Electrician,Male,0.0,0031,0040
2015,Bhubaneswar,Nilachal Vocational College,Fitter,Other,0.0,0031,0040
2015,Bhubaneswar,Nilachal Vocational College,Mechanic,Other,2508.0,0031,0040
2015,Bhubaneswar,Nilachal Vocational College,Welder,Other,13.0,0031,0040
2015,Bhubaneswar,Odisha ITI,Data Entry,Male,154.0,0031,0041
2015,Bhubaneswar,Odisha ITI,Electrician,Other,193.0,0031,0041
2015,Bhubaneswar,Odisha ITI,Fitter,Female,1960.0,0031,0041
2015,Bhubaneswar,Odisha ITI,Mechanic,Other,2104.0,0031,0041
2015,Bhubaneswar,Odisha ITI,Welder,Male,2246.0,0031,0041
2015,Bhubaneswar,Odisha Skills Center,Data Entry,Other,0.0,0031,0042
2015,Bhubaneswar,Odisha Skills Center,Electrician,Male,0.0,0031,0042
2015,Bhubaneswar,Odisha Skills Center,Electrician,Other,0.0,0031,0042
2015,Bhubaneswar,Odisha Skills Center,Fitter,Male,282.0,0031,0042
2015,Bhubaneswar,Odisha Skills Center,Mechanic,Male,1641.0,0031,0042
2015,Bhubaneswar,Odisha Skills Center,Welder,Other,0.0,0031,0042
2015,Bhubaneswar,Odisha Technical Institute,Data Entry,Female,0.0,0031,0043
2015,Bhubaneswar,Odisha Technical Institute,Electrician,Female,0.0,0031,0043
2015,Bhubaneswar,Odisha Technical Institute,Electrician,Other,84.0,0031,0043
2015,Bhubaneswar,Odisha Technical Institute,Fitter,Female,3067.0,0031,0043
2015,Bhubaneswar,Odisha Technical Institute,Fitter,Male,185.0,0031,0043
2015,Bhubaneswar,Odisha Technical Institute,Fitter,Other,56.0,0031,0043
2015,Bhubaneswar,Odisha Technical Institute,Welder,Male,255.0,0031,0043
2015,Bhubaneswar,Odisha Training Institute,Data Entry,Male,0.0,0031,0044
2015,Bhubaneswar,Odisha Training Institute,Data Entry,Other,0.0,0031,0044
2015,Bhubaneswar,Odisha Training Institute,Electrician,Female,0.0,0031,0044
2015,Bhubaneswar,Odisha Training Institute,Fitter,Female,215.0,0031,0044
2015,Bhubaneswar,Odisha Training Institute,Fitter,Male,2192.0,0031,0044
2015,Bhubaneswar,Odisha Training Institute,Mechanic,Male,0.0,0031,0044
2015,Bhubaneswar,Odisha Training Institute,Mechanic,Other,0.0,0031,0044
2015,Bhubaneswar,Odisha Vocational College,Data Entry,Male,1303.0,0031,0045
2015,Bhubaneswar,Odisha Vocational College,Data Entry,Other,0.0,0031,0045
2015,Bhubaneswar,Odisha Vocational College,Electrician,Male,118.0,0031,0045
2015,Bhubaneswar,Odisha Vocational College,Fitter,Female,1260.0,0031,0045
2015,Bhubaneswar,Odisha Vocational College,Mechanic,Female,0.0,0031,0045
2015,Bhubaneswar,Odisha Vocational College,Welder,Female,2815.0,0031,0045
2015,Bhubaneswar,Utkal ITI,Data Entry,Male,0.0,0031,0046
2015,Bhubaneswar,Utkal ITI,Electrician,Female,0.0,0031,0046
2015,Bhubaneswar,Utkal ITI,Fitter,Other,0.0,0031,0046
2015,Bhubaneswar,Utkal ITI,Mechanic,Other,1120.0,0031,0046
2015,Bhubaneswar,Utkal Skills Center,Electrician,Male,0.0,0031,0047
2015,Bhubaneswar,Utkal Skills Center,Fitter,Male,1106.0,0031,0047
2015,Bhubaneswar,Utkal Skills Center,Welder,Female,187.0,0031,0047
2015,Bhubaneswar,Utkal Skills Center,Welder,Male,29.0,0031,0047
2015,Bhubaneswar,Utkal Technical Institute,Data Entry,Male,0.0,0031,0048
2015,Bhubaneswar,Utkal Technical Institute,Electrician,Female,1534.0,0031,0048
2015,Bhubaneswar,Utkal Technical Institute,Fitter,Female,1283.0,0031,0048
2015,Bhubaneswar,Utkal Technical Institute,Fitter,Male,2098.0,0031,0048
2015,Bhubaneswar,Utkal Technical Institute,Mechanic,Other,0.0,0031,0048
2015,Bhubaneswar,Utkal Technical Institute,Welder,Female,2410.0,0031,0048
2015,Bhubaneswar,Utkal Technical Institute,Welder,Male,0.0,0031,0048
2015,Bhubaneswar,Utkal Training Institute,Electrician,Male,197.0,0031,0049
2015,Bhubaneswar,Utkal Training Institute,Mechanic,Female,0.0,0031,0049
2015,Bhubaneswar,Utkal Training Institute,Mechanic,Male,0.0,0031,0049
2015,Bhubaneswar,Utkal Training Institute,Mechanic,Other,0.0,0031,0049
2015,Bhubaneswar,Utkal Training Institute,Welder,Other,175.0,0031,0049
2015,Bhubaneswar,Utkal Vocational College,Data Entry,Female,0.0,0031,0050
2015,Bhubaneswar,Utkal Vocational College,Data Entry,Male,52.0,0031,0050
2015,Bhubaneswar,Utkal Vocational College,Electrician,Male,2515.0,0031,0050
2015,Bhubaneswar,Utkal Vocational College,Fitter,Female,157.0,0031,0050
2015,Bhubaneswar,Utkal Vocational College,Mechanic,Male,37.0,0031,0050
2015,Bhubaneswar,Utkal Vocational College,Mechanic,Other,0.0,0031,0050
2015,Cuttak,Barabati ITI,Data Entry,Female,1253.0,0011,0001
2015,Cuttak,Barabati ITI,Data Entry,Male,50.0,0011,0001
2015,Cuttak,Barabati ITI,Data Entry,Other,2588.0,0011,0001
2015,Cuttak,Barabati ITI,Electrician,Male,0.0,0011,0001
2015,Cuttak,Barabati ITI,Electrician,Other,0.0,0011,0001
2015,Cuttak,Barabati ITI,Mechanic,Female,71.0,0011,0001
2015,Cuttak,Barabati ITI,Welder,Female,0.0,0011,0001
2015,Cuttak,Barabati ITI,Welder,Male,215.0,0011,0001
2015,Cuttak,Barabati ITI,Welder,Other,0.0,0011,0001
2015,Cuttak,Barabati Skills Center,Data Entry,Other,241.0,0011,0002
2015,Cuttak,Barabati Skills Center,Electrician,Female,2207.0,0011,0002
2015,Cuttak,Barabati Skills Center,Electrician,Male,155.0,0011,0002
2015,Cuttak,Barabati Skills Center,Electrician,Other,2776.0,0011,0002
2015,Cuttak,Barabati Skills Center,Fitter,Female,0.0,0011,0002
2015,Cuttak,Barabati Skills Center,Fitter,Male,140.0,0011,0002
2015,Cuttak,Barabati Skills Center,Fitter,Other,0.0,0011,0002
2015,Cuttak,Barabati Technical Institute,Data Entry,Other,0.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Electrician,Female,50.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Electrician,Male,172.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Electrician,Other,0.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Fitter,Other,52.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Mechanic,Female,55.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Mechanic,Other,0.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Welder,Female,69.0,0011,0003
2015,Cuttak,Barabati Technical Institute,Welder,Other,1863.0,0011,0003
2015,Cuttak,Barabati Training Institute,Data Entry,Male,1496.0,0011,0004
2015,Cuttak,Barabati Training Institute,Data Entry,Other,1227.0,0011,0004
2015,Cuttak,Barabati Training Institute,Mechanic,Male,199.0,0011,0004
2015,Cuttak,Barabati Training Institute,Mechanic,Other,1421.0,0011,0004
2015,Cuttak,Barabati Vocational College,Fitter,Other,151.0,0011,0005
2015,Cuttak,Barabati Vocational College,Mechanic,Female,2622.0,0011,0005
2015,Cuttak,Barabati Vocational College,Welder,Male,0.0,0011,0005
2015,Cuttak,Bhubaneshwar ITI,Data Entry,Female,0.0,0011,0006
